Time,Raw Pressure,Raw Temperature,Raw Humidity,Calculated Pressure,Calculated Temperature,Calculated Humidity,Calculated Altitude,
03-Apr-2021 (15:43:31.301575),289131,543033,21405,108227.171875,28.8700008392334,25.5986328125,142.4046630859375,
03-Apr-2021 (15:43:31.350595),289132,543035,21399,108227.0,28.8700008392334,25.5625,142.4179229736328,
03-Apr-2021 (15:43:31.413944),289133,543039,21404,108226.828125,28.8700008392334,25.5986328125,142.43116760253906,
03-Apr-2021 (15:43:31.477586),289131,543033,21403,108227.171875,28.8700008392334,25.5859375,142.4046630859375,
03-Apr-2021 (15:43:31.541574),289132,543031,21404,108226.53125,28.8700008392334,25.59765625,142.45462036132812,
03-Apr-2021 (15:43:31.590100),289133,543034,21401,108226.828125,28.8700008392334,25.57421875,142.43116760253906,
03-Apr-2021 (15:43:31.653847),289134,543037,21407,108226.65625,28.8700008392334,25.6103515625,142.44442749023438,
03-Apr-2021 (15:43:31.717822),289136,543041,21405,108226.765625,28.8799991607666,25.5986328125,142.43626403808594,
03-Apr-2021 (15:43:31.766323),289137,543040,21404,108226.59375,28.8799991607666,25.5986328125,142.44952392578125,
03-Apr-2021 (15:43:31.830139),289137,543037,21403,108226.140625,28.8700008392334,25.5859375,142.48468017578125,
03-Apr-2021 (15:43:31.893990),289136,543040,21401,108226.765625,28.8799991607666,25.57421875,142.43626403808594,
03-Apr-2021 (15:43:31.942393),289136,543042,21402,108226.765625,28.8799991607666,25.5859375,142.43626403808594,
03-Apr-2021 (15:43:32.006446),289138,543043,21400,108226.421875,28.8799991607666,25.57421875,142.4627685546875,
03-Apr-2021 (15:43:32.070014),289138,543048,21396,108226.8828125,28.8799991607666,25.5498046875,142.42709350585938,
03-Apr-2021 (15:43:32.278406),289137,543048,21390,108226.421875,28.8799991607666,25.513671875,142.4627685546875,
03-Apr-2021 (15:43:32.310550),289135,543052,21381,108227.3984375,28.8799991607666,25.453125,142.38682556152344,
03-Apr-2021 (15:43:32.358483),289135,543056,21385,108227.8515625,28.8799991607666,25.478515625,142.35166931152344,
03-Apr-2021 (15:43:32.422758),289137,543062,21382,108227.515625,28.8799991607666,25.4658203125,142.378173828125,
03-Apr-2021 (15:43:32.486116),289138,543057,21382,108227.34375,28.8799991607666,25.4658203125,142.39141845703125,
03-Apr-2021 (15:43:32.534742),289140,543059,21380,108227.0,28.8799991607666,25.4541015625,142.4179229736328,
03-Apr-2021 (15:43:32.598561),289140,543064,21377,108227.453125,28.8799991607666,25.4296875,142.38275146484375,
03-Apr-2021 (15:43:32.662437),289141,543068,21368,108227.28125,28.8799991607666,25.3818359375,142.39601135253906,
03-Apr-2021 (15:43:32.710912),289142,543077,21373,108227.5703125,28.889999389648438,25.40625,142.3735809326172,
03-Apr-2021 (15:43:32.774632),289143,543075,21372,108227.3984375,28.889999389648438,25.40625,142.38682556152344,
03-Apr-2021 (15:43:32.838551),289144,543073,21369,108227.2265625,28.889999389648438,25.3818359375,142.4005889892578,
03-Apr-2021 (15:43:32.902429),289144,543077,21368,108227.2265625,28.889999389648438,25.3818359375,142.4005889892578,
03-Apr-2021 (15:43:32.950939),289144,543081,21364,108227.6875,28.889999389648438,25.345703125,142.36441040039062,
03-Apr-2021 (15:43:33.015101),289143,543082,21368,108227.859375,28.889999389648438,25.369140625,142.3511505126953,
03-Apr-2021 (15:43:33.081481),289145,543085,21357,108227.515625,28.889999389648438,25.3095703125,142.378173828125,
03-Apr-2021 (15:43:33.286952),289150,543085,21347,108227.171875,28.889999389648438,25.2490234375,142.4046630859375,
03-Apr-2021 (15:43:33.318934),289149,543090,21338,108227.28125,28.889999389648438,25.1884765625,142.39601135253906,
03-Apr-2021 (15:43:33.367243),289150,543096,21337,108227.5703125,28.889999389648438,25.189453125,142.3735809326172,
03-Apr-2021 (15:43:33.430693),289150,543098,21336,108227.5703125,28.889999389648438,25.1767578125,142.3735809326172,
03-Apr-2021 (15:43:33.479252),289149,543095,21333,108227.28125,28.889999389648438,25.1640625,142.39601135253906,
03-Apr-2021 (15:43:33.543290),289149,543096,21330,108227.75,28.889999389648438,25.140625,142.3598175048828,
03-Apr-2021 (15:43:33.607267),289149,543100,21327,108227.75,28.889999389648438,25.12890625,142.3598175048828,
03-Apr-2021 (15:43:33.670786),289148,543103,21318,108227.9140625,28.889999389648438,25.068359375,142.34707641601562,
03-Apr-2021 (15:43:33.719936),289150,543108,21321,108228.0,28.899999618530273,25.0927734375,142.3404541015625,
03-Apr-2021 (15:43:33.783241),289152,543104,21320,108227.65625,28.899999618530273,25.0810546875,142.36695861816406,
03-Apr-2021 (15:43:33.846905),289151,543102,21318,108227.40625,28.889999389648438,25.068359375,142.38632202148438,
03-Apr-2021 (15:43:33.895524),289151,543105,21318,108227.828125,28.899999618530273,25.068359375,142.35369873046875,
03-Apr-2021 (15:43:33.961244),289149,543108,21315,108228.171875,28.899999618530273,25.056640625,142.32669067382812,
03-Apr-2021 (15:43:34.023270),289149,543114,21314,108228.625,28.899999618530273,25.0439453125,142.29151916503906,
03-Apr-2021 (15:43:34.071728),289151,543115,21314,108228.28125,28.899999618530273,25.0439453125,142.31854248046875,
03-Apr-2021 (15:43:34.295278),289150,543118,21311,108228.28125,28.899999618530273,25.0322265625,142.31854248046875,
03-Apr-2021 (15:43:34.327437),289149,543121,21312,108229.078125,28.899999618530273,25.033203125,142.25636291503906,
03-Apr-2021 (15:43:34.375420),289149,543125,21310,108229.078125,28.899999618530273,25.0205078125,142.25636291503906,
03-Apr-2021 (15:43:34.424204),289150,543123,21311,108228.9140625,28.899999618530273,25.033203125,142.26910400390625,
03-Apr-2021 (15:43:34.488268),289149,543119,21311,108228.625,28.899999618530273,25.0322265625,142.29151916503906,
03-Apr-2021 (15:43:34.551749),289149,543123,21310,108229.078125,28.899999618530273,25.0205078125,142.25636291503906,
03-Apr-2021 (15:43:34.599837),289149,543125,21311,108229.078125,28.899999618530273,25.033203125,142.25636291503906,
03-Apr-2021 (15:43:34.668626),289152,543128,21313,108229.03125,28.899999618530273,25.044921875,142.25991821289062,
03-Apr-2021 (15:43:34.727826),289151,543128,21308,108229.203125,28.899999618530273,25.0087890625,142.24667358398438,
03-Apr-2021 (15:43:34.791780),289152,543122,21309,108228.5625,28.899999618530273,25.0205078125,142.29661560058594,
03-Apr-2021 (15:43:34.840653),289152,543117,21309,108228.109375,28.899999618530273,25.0205078125,142.331787109375,
03-Apr-2021 (15:43:34.904436),289154,543118,21311,108227.765625,28.899999618530273,25.0322265625,142.35829162597656,
03-Apr-2021 (15:43:34.968021),289156,543120,21311,108227.8828125,28.899999618530273,25.033203125,142.34962463378906,
03-Apr-2021 (15:43:35.022789),289158,543126,21311,108227.5390625,28.899999618530273,25.033203125,142.37612915039062,
03-Apr-2021 (15:43:35.083513),289157,543123,21310,108227.7109375,28.899999618530273,25.0205078125,142.3628692626953,
03-Apr-2021 (15:43:35.297977),289155,543127,21312,108227.8828125,28.899999618530273,25.033203125,142.34962463378906,
03-Apr-2021 (15:43:35.335843),289155,543129,21310,108228.515625,28.899999618530273,25.0205078125,142.30018615722656,
03-Apr-2021 (15:43:35.369962),289156,543131,21314,108228.34375,28.899999618530273,25.044921875,142.31344604492188,
03-Apr-2021 (15:43:35.439895),289157,543124,21316,108227.7109375,28.899999618530273,25.056640625,142.3628692626953,
03-Apr-2021 (15:43:35.497438),289158,543120,21317,108227.5390625,28.899999618530273,25.0693359375,142.37612915039062,
03-Apr-2021 (15:43:35.562712),289158,543121,21318,108227.5390625,28.899999618530273,25.0693359375,142.37612915039062,
03-Apr-2021 (15:43:35.608210),289158,543123,21324,108227.5390625,28.899999618530273,25.10546875,142.37612915039062,
03-Apr-2021 (15:43:35.673634),289157,543125,21320,108227.7109375,28.899999618530273,25.0810546875,142.3628692626953,
03-Apr-2021 (15:43:35.738265),289157,543128,21322,108228.171875,28.899999618530273,25.0927734375,142.32669067382812,
03-Apr-2021 (15:43:35.800396),289158,543123,21323,108227.5390625,28.899999618530273,25.10546875,142.37612915039062,
03-Apr-2021 (15:43:35.850551),289160,543122,21324,108227.1953125,28.899999618530273,25.10546875,142.4026336669922,
03-Apr-2021 (15:43:35.927737),289158,543125,21329,108227.5390625,28.899999618530273,25.1416015625,142.37612915039062,
03-Apr-2021 (15:43:35.979559),289157,543125,21322,108227.7109375,28.899999618530273,25.0927734375,142.3628692626953,
03-Apr-2021 (15:43:36.029410),289158,543127,21328,108227.5390625,28.899999618530273,25.12890625,142.37612915039062,
03-Apr-2021 (15:43:36.090364),289159,543123,21330,108227.375,28.899999618530273,25.1416015625,142.3888702392578,
03-Apr-2021 (15:43:36.320213),289156,543123,21333,108227.078125,28.899999618530273,25.1650390625,142.41180419921875,
03-Apr-2021 (15:43:36.335362),289155,543125,21331,108228.0546875,28.899999618530273,25.1533203125,142.3358612060547,
03-Apr-2021 (15:43:36.395133),289156,543126,21336,108227.8828125,28.899999618530273,25.177734375,142.34962463378906,
03-Apr-2021 (15:43:36.455327),289156,543121,21337,108227.8828125,28.899999618530273,25.189453125,142.34962463378906,
03-Apr-2021 (15:43:36.506038),289156,543118,21338,108227.421875,28.899999618530273,25.189453125,142.3852996826172,
03-Apr-2021 (15:43:36.557818),289155,543122,21341,108228.0546875,28.899999618530273,25.2138671875,142.3358612060547,
03-Apr-2021 (15:43:36.619670),289155,543124,21339,108228.0546875,28.899999618530273,25.2021484375,142.3358612060547,
03-Apr-2021 (15:43:36.692035),289156,543126,21343,108227.8828125,28.899999618530273,25.2255859375,142.34962463378906,
03-Apr-2021 (15:43:36.745108),289157,543125,21344,108227.7109375,28.899999618530273,25.2255859375,142.3628692626953,
03-Apr-2021 (15:43:36.800996),289156,543122,21344,108227.8828125,28.899999618530273,25.2255859375,142.34962463378906,
03-Apr-2021 (15:43:36.864691),289157,543125,21345,108227.7109375,28.899999618530273,25.23828125,142.3628692626953,
03-Apr-2021 (15:43:36.923577),289156,543126,21348,108227.8828125,28.899999618530273,25.25,142.34962463378906,
03-Apr-2021 (15:43:36.984845),289155,543127,21345,108228.0546875,28.899999618530273,25.23828125,142.3358612060547,
03-Apr-2021 (15:43:37.033182),289154,543130,21350,108228.6875,28.899999618530273,25.26171875,142.2869415283203,
03-Apr-2021 (15:43:37.097998),289156,543124,21351,108227.8828125,28.899999618530273,25.2744140625,142.34962463378906,
03-Apr-2021 (15:43:37.314444),289156,543127,21350,108227.7109375,28.899999618530273,25.26171875,142.3628692626953,
03-Apr-2021 (15:43:37.346013),289156,543127,21350,108227.8828125,28.899999618530273,25.26171875,142.34962463378906,
03-Apr-2021 (15:43:37.391965),289158,543130,21350,108228.0,28.899999618530273,25.26171875,142.3404541015625,
03-Apr-2021 (15:43:37.456376),289159,543124,21349,108227.375,28.899999618530273,25.26171875,142.3888702392578,
03-Apr-2021 (15:43:37.513074),289156,543124,21348,108227.8828125,28.899999618530273,25.25,142.34962463378906,
03-Apr-2021 (15:43:37.581134),289156,543128,21346,108228.34375,28.899999618530273,25.23828125,142.31344604492188,
03-Apr-2021 (15:43:37.635001),289156,543132,21355,108228.34375,28.899999618530273,25.2978515625,142.31344604492188,
03-Apr-2021 (15:43:37.691103),289156,543139,21340,108228.796875,28.90999984741211,25.2021484375,142.2782745361328,
03-Apr-2021 (15:43:37.740062),289158,543135,21337,108228.0,28.899999618530273,25.189453125,142.3404541015625,
03-Apr-2021 (15:43:37.803706),289160,543133,21335,108227.65625,28.899999618530273,25.177734375,142.36695861816406,
03-Apr-2021 (15:43:37.865550),289162,543139,21331,108227.765625,28.90999984741211,25.1533203125,142.35829162597656,
03-Apr-2021 (15:43:37.931021),289161,543144,21327,108228.3984375,28.90999984741211,25.1298828125,142.30935668945312,
03-Apr-2021 (15:43:37.987293),289165,543149,21324,108227.7109375,28.90999984741211,25.10546875,142.3628692626953,
03-Apr-2021 (15:43:38.043908),289165,543153,21320,108228.171875,28.90999984741211,25.0810546875,142.32669067382812,
03-Apr-2021 (15:43:38.286333),289168,543161,21308,108228.1171875,28.90999984741211,25.0087890625,142.33128356933594,
03-Apr-2021 (15:43:38.304406),289168,543160,21305,108228.1171875,28.90999984741211,24.9970703125,142.33128356933594,
03-Apr-2021 (15:43:38.363602),289170,543160,21301,108227.7734375,28.90999984741211,24.97265625,142.35777282714844,
03-Apr-2021 (15:43:38.417400),289171,543164,21298,108227.59375,28.90999984741211,24.94921875,142.37205505371094,
03-Apr-2021 (15:43:38.480737),289172,543168,21298,108227.890625,28.920000076293945,24.94921875,142.34860229492188,
03-Apr-2021 (15:43:38.557923),289174,543176,21289,108228.0,28.920000076293945,24.900390625,142.3404541015625,
03-Apr-2021 (15:43:38.596626),289176,543178,21284,108227.65625,28.920000076293945,24.8642578125,142.36695861816406,
03-Apr-2021 (15:43:38.652137),289175,543175,21282,108227.375,28.920000076293945,24.8525390625,142.3888702392578,
03-Apr-2021 (15:43:38.718566),289174,543175,21280,108227.546875,28.920000076293945,24.83984375,142.3756103515625,
03-Apr-2021 (15:43:38.783721),289174,543179,21276,108228.0,28.920000076293945,24.81640625,142.3404541015625,
03-Apr-2021 (15:43:38.832251),289174,543183,21273,108228.0,28.920000076293945,24.8037109375,142.3404541015625,
03-Apr-2021 (15:43:38.926734),289174,543191,21269,108228.453125,28.920000076293945,24.7802734375,142.30528259277344,
03-Apr-2021 (15:43:38.955288),289174,543189,21267,108228.453125,28.920000076293945,24.7685546875,142.30528259277344,
03-Apr-2021 (15:43:39.010866),289174,543186,21265,108228.453125,28.920000076293945,24.755859375,142.30528259277344,
03-Apr-2021 (15:43:39.069739),289173,543191,21259,108228.6328125,28.920000076293945,24.7197265625,142.291015625,
03-Apr-2021 (15:43:39.277713),289180,543205,21257,108229.09375,28.920000076293945,24.7080078125,142.25534057617188,
03-Apr-2021 (15:43:39.341502),289180,543204,21256,108228.34375,28.93000030517578,24.6962890625,142.31344604492188,
03-Apr-2021 (15:43:39.360996),289181,543201,21256,108228.171875,28.93000030517578,24.6962890625,142.32669067382812,
03-Apr-2021 (15:43:39.418640),289180,543205,21253,108228.34375,28.93000030517578,24.68359375,142.31344604492188,
03-Apr-2021 (15:43:39.487644),289180,543209,21249,108228.8046875,28.93000030517578,24.66015625,142.2777557373047,
03-Apr-2021 (15:43:39.549375),289177,543213,21251,108229.3203125,28.93000030517578,24.671875,142.2375030517578,
03-Apr-2021 (15:43:39.606791),289180,543213,21250,108228.8046875,28.93000030517578,24.66015625,142.2777557373047,
03-Apr-2021 (15:43:39.667944),289181,543210,21251,108228.6328125,28.93000030517578,24.671875,142.291015625,
03-Apr-2021 (15:43:39.727865),289181,543212,21251,108228.6328125,28.93000030517578,24.671875,142.291015625,
03-Apr-2021 (15:43:39.776043),289181,543214,21248,108228.6328125,28.93000030517578,24.6484375,142.291015625,
03-Apr-2021 (15:43:39.839338),289181,543215,21252,108228.6328125,28.93000030517578,24.671875,142.291015625,
03-Apr-2021 (15:43:39.900378),289176,543218,21250,108229.953125,28.93000030517578,24.66015625,142.18856811523438,
03-Apr-2021 (15:43:39.962783),289175,543213,21250,108229.6640625,28.93000030517578,24.66015625,142.21099853515625,
03-Apr-2021 (15:43:40.013385),289174,543213,21251,108229.828125,28.93000030517578,24.671875,142.19825744628906,
03-Apr-2021 (15:43:40.077820),289173,543214,21252,108230.0078125,28.93000030517578,24.671875,142.1844940185547,
03-Apr-2021 (15:43:40.285427),289176,543219,21254,108230.640625,28.93000030517578,24.6845703125,142.1350555419922,
03-Apr-2021 (15:43:40.319966),289176,543221,21254,108229.953125,28.93000030517578,24.6845703125,142.18856811523438,
03-Apr-2021 (15:43:40.376182),289175,543221,21255,108230.1171875,28.93000030517578,24.6962890625,142.1758270263672,
03-Apr-2021 (15:43:40.428799),289175,543224,21257,108230.578125,28.93000030517578,24.708984375,142.14015197753906,
03-Apr-2021 (15:43:40.495295),289175,543224,21245,108230.578125,28.93000030517578,24.63671875,142.14015197753906,
03-Apr-2021 (15:43:40.547331),289174,543223,21255,108230.296875,28.93000030517578,24.6962890625,142.1620635986328,
03-Apr-2021 (15:43:40.604299),289174,543217,21254,108230.296875,28.93000030517578,24.6845703125,142.1620635986328,
03-Apr-2021 (15:43:40.668370),289172,543214,21254,108230.171875,28.93000030517578,24.6845703125,142.1717529296875,
03-Apr-2021 (15:43:40.731536),289172,543216,21251,108230.640625,28.93000030517578,24.671875,142.1350555419922,
03-Apr-2021 (15:43:40.786128),289173,543217,21255,108230.46875,28.93000030517578,24.6962890625,142.1483154296875,
03-Apr-2021 (15:43:40.847891),289176,543222,21252,108229.953125,28.93000030517578,24.671875,142.18856811523438,
03-Apr-2021 (15:43:40.909662),289175,543222,21252,108230.1171875,28.93000030517578,24.671875,142.1758270263672,
03-Apr-2021 (15:43:40.967892),289175,543218,21252,108230.1171875,28.93000030517578,24.671875,142.1758270263672,
03-Apr-2021 (15:43:41.021607),289175,543220,21251,108230.1171875,28.93000030517578,24.671875,142.1758270263672,
03-Apr-2021 (15:43:41.087430),289175,543224,21255,108230.578125,28.93000030517578,24.697265625,142.14015197753906,
03-Apr-2021 (15:43:41.314543),289181,543230,21249,108229.890625,28.93000030517578,24.66015625,142.19366455078125,
03-Apr-2021 (15:43:41.326662),289183,543226,21248,108229.203125,28.93000030517578,24.6484375,142.24667358398438,
03-Apr-2021 (15:43:41.383736),289183,543228,21247,108229.203125,28.93000030517578,24.6484375,142.24667358398438,
03-Apr-2021 (15:43:41.437725),289181,543231,21246,108229.546875,28.93000030517578,24.63671875,142.2201690673828,
03-Apr-2021 (15:43:41.502649),289182,543233,21251,108229.8359375,28.940000534057617,24.6728515625,142.19773864746094,
03-Apr-2021 (15:43:41.556300),289186,543238,21242,108229.15625,28.940000534057617,24.6123046875,142.250244140625,
03-Apr-2021 (15:43:41.617609),289186,543233,21240,108229.15625,28.940000534057617,24.6005859375,142.250244140625,
03-Apr-2021 (15:43:41.683161),289187,543232,21238,108228.9765625,28.940000534057617,24.587890625,142.26451110839844,
03-Apr-2021 (15:43:41.739931),289189,543237,21235,108228.640625,28.940000534057617,24.576171875,142.29049682617188,
03-Apr-2021 (15:43:41.789020),289189,543241,21236,108229.09375,28.940000534057617,24.576171875,142.25534057617188,
03-Apr-2021 (15:43:41.853976),289190,543245,21231,108228.921875,28.940000534057617,24.5517578125,142.26858520507812,
03-Apr-2021 (15:43:41.930617),289191,543242,21227,108228.75,28.940000534057617,24.52734375,142.28184509277344,
03-Apr-2021 (15:43:41.991520),289189,543239,21224,108228.640625,28.940000534057617,24.50390625,142.29049682617188,
03-Apr-2021 (15:43:42.055874),289189,543241,21224,108229.09375,28.940000534057617,24.50390625,142.25534057617188,
03-Apr-2021 (15:43:42.115127),289190,543245,21226,108228.921875,28.940000534057617,24.515625,142.26858520507812,
03-Apr-2021 (15:43:42.305639),289188,543249,21211,108229.890625,28.940000534057617,24.431640625,142.19366455078125,
03-Apr-2021 (15:43:42.339397),289187,543243,21210,108229.4375,28.940000534057617,24.4189453125,142.2288360595703,
03-Apr-2021 (15:43:42.384222),289187,543245,21206,108229.4375,28.940000534057617,24.3955078125,142.2288360595703,
03-Apr-2021 (15:43:42.452343),289189,543248,21192,108229.546875,28.940000534057617,24.310546875,142.2201690673828,
03-Apr-2021 (15:43:42.509188),289189,543250,21199,108229.546875,28.940000534057617,24.3583984375,142.2201690673828,
03-Apr-2021 (15:43:42.579634),289189,543247,21198,108229.09375,28.940000534057617,24.3466796875,142.25534057617188,
03-Apr-2021 (15:43:42.623053),289187,543243,21195,108229.4375,28.940000534057617,24.3349609375,142.2288360595703,
03-Apr-2021 (15:43:42.691937),289187,543246,21193,108229.4375,28.940000534057617,24.322265625,142.2288360595703,
03-Apr-2021 (15:43:42.749556),289187,543247,21181,108229.4375,28.940000534057617,24.25,142.2288360595703,
03-Apr-2021 (15:43:42.797613),289187,543253,21182,108229.890625,28.940000534057617,24.25,142.19366455078125,
03-Apr-2021 (15:43:42.865350),289190,543253,21180,108229.3828125,28.940000534057617,24.23828125,142.23291015625,
03-Apr-2021 (15:43:42.926689),289191,543249,21177,108229.203125,28.940000534057617,24.2265625,142.24667358398438,
03-Apr-2021 (15:43:42.989875),289194,543253,21175,108228.6875,28.940000534057617,24.2138671875,142.2869415283203,
03-Apr-2021 (15:43:43.047818),289193,543255,21176,108228.859375,28.940000534057617,24.2138671875,142.273681640625,
03-Apr-2021 (15:43:43.264197),289199,543261,21163,108228.296875,28.940000534057617,24.1416015625,142.31700134277344,
03-Apr-2021 (15:43:43.293282),289198,543257,21156,108228.46875,28.940000534057617,24.09375,142.3037567138672,
03-Apr-2021 (15:43:43.360547),289199,543260,21158,108228.296875,28.940000534057617,24.10546875,142.31700134277344,
03-Apr-2021 (15:43:43.431075),289199,543256,21157,108228.296875,28.940000534057617,24.10546875,142.31700134277344,
03-Apr-2021 (15:43:43.471817),289200,543253,21155,108227.6640625,28.940000534057617,24.09375,142.36643981933594,
03-Apr-2021 (15:43:43.533050),289202,543257,21153,108227.78125,28.940000534057617,24.0810546875,142.35726928710938,
03-Apr-2021 (15:43:43.614361),289200,543260,21150,108228.125,28.940000534057617,24.056640625,142.3307647705078,
03-Apr-2021 (15:43:43.645290),289197,543265,21147,108229.09375,28.950000762939453,24.0458984375,142.25534057617188,
03-Apr-2021 (15:43:43.709846),289199,543267,21146,108228.75,28.950000762939453,24.033203125,142.28184509277344,
03-Apr-2021 (15:43:43.782141),289197,543262,21145,108228.640625,28.940000534057617,24.033203125,142.29049682617188,
03-Apr-2021 (15:43:43.837980),289197,543264,21143,108229.09375,28.950000762939453,24.021484375,142.25534057617188,
03-Apr-2021 (15:43:43.887232),289197,543265,21143,108229.09375,28.950000762939453,24.021484375,142.25534057617188,
03-Apr-2021 (15:43:43.952246),289200,543267,21143,108228.578125,28.950000762939453,24.021484375,142.29559326171875,
03-Apr-2021 (15:43:44.021992),289204,543272,21137,108228.3515625,28.950000762939453,23.9853515625,142.31292724609375,
03-Apr-2021 (15:43:44.071759),289206,543268,21136,108227.546875,28.950000762939453,23.97265625,142.3756103515625,
03-Apr-2021 (15:43:44.285481),289205,543273,21132,108227.71875,28.950000762939453,23.94921875,142.36236572265625,
03-Apr-2021 (15:43:44.320279),289206,543275,21133,108228.015625,28.950000762939453,23.9609375,142.33892822265625,
03-Apr-2021 (15:43:44.370092),289205,543280,21128,108228.640625,28.950000762939453,23.9248046875,142.29049682617188,
03-Apr-2021 (15:43:44.426030),289204,543275,21126,108228.3515625,28.950000762939453,23.9130859375,142.31292724609375,
03-Apr-2021 (15:43:44.486447),289203,543271,21125,108228.0625,28.950000762939453,23.9130859375,142.33535766601562,
03-Apr-2021 (15:43:44.549384),289204,543271,21122,108227.890625,28.950000762939453,23.888671875,142.34860229492188,
03-Apr-2021 (15:43:44.605470),289206,543273,21113,108228.015625,28.950000762939453,23.83984375,142.33892822265625,
03-Apr-2021 (15:43:44.665123),289205,543278,21123,108228.1796875,28.950000762939453,23.900390625,142.32618713378906,
03-Apr-2021 (15:43:44.724211),289206,543276,21122,108228.015625,28.950000762939453,23.888671875,142.33892822265625,
03-Apr-2021 (15:43:44.782022),289207,543271,21120,108227.375,28.950000762939453,23.8759765625,142.3888702392578,
03-Apr-2021 (15:43:44.835738),289205,543273,21121,108228.1796875,28.950000762939453,23.888671875,142.32618713378906,
03-Apr-2021 (15:43:44.900497),289204,543276,21118,108228.3515625,28.950000762939453,23.8642578125,142.31292724609375,
03-Apr-2021 (15:43:44.962834),289207,543277,21125,108227.8359375,28.950000762939453,23.9130859375,142.3531951904297,
03-Apr-2021 (15:43:45.022357),289209,543282,21118,108227.953125,28.950000762939453,23.8642578125,142.34402465820312,
03-Apr-2021 (15:43:45.079449),289208,543280,21117,108228.125,28.950000762939453,23.8642578125,142.3307647705078,
03-Apr-2021 (15:43:45.303272),289207,543291,21113,108227.671875,28.950000762939453,23.8291015625,142.36593627929688,
03-Apr-2021 (15:43:45.327364),289208,543289,21112,108228.578125,28.950000762939453,23.8291015625,142.29559326171875,
03-Apr-2021 (15:43:45.373969),289209,543291,21112,108228.40625,28.950000762939453,23.8291015625,142.30885314941406,
03-Apr-2021 (15:43:45.426547),289209,543290,21112,108228.40625,28.950000762939453,23.8291015625,142.30885314941406,
03-Apr-2021 (15:43:45.487456),289207,543289,21110,108228.75,28.950000762939453,23.81640625,142.28184509277344,
03-Apr-2021 (15:43:45.553016),289205,543292,21109,108229.09375,28.950000762939453,23.8046875,142.25534057617188,
03-Apr-2021 (15:43:45.615857),289204,543296,21114,108229.7265625,28.959999084472656,23.8408203125,142.20640563964844,
03-Apr-2021 (15:43:45.665806),289206,543303,21106,108229.390625,28.959999084472656,23.7919921875,142.23240661621094,
03-Apr-2021 (15:43:45.728853),289208,543300,21107,108229.0390625,28.959999084472656,23.7919921875,142.25941467285156,
03-Apr-2021 (15:43:45.793076),289208,543295,21106,108228.578125,28.950000762939453,23.7919921875,142.29559326171875,
03-Apr-2021 (15:43:45.841463),289207,543297,21108,108229.2109375,28.959999084472656,23.8046875,142.2461700439453,
03-Apr-2021 (15:43:45.903582),289206,543299,21102,108229.390625,28.959999084472656,23.7685546875,142.23240661621094,
03-Apr-2021 (15:43:45.968713),289205,543305,21107,108229.9765625,28.959999084472656,23.7919921875,142.18653869628906,
03-Apr-2021 (15:43:46.017315),289206,543307,21105,108229.8046875,28.959999084472656,23.7802734375,142.20028686523438,
